ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,YEAR,Predicted_Sales
10379,32,70.83,4,2266.56,2020-02-10,1253,Shipped,Classic Cars,141,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2020,2168.2257934552426
10406,65,161.06,1,10468.9,2020-04-15,1189,Disputed,Classic Cars,141,S18_3685,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Large,2020,8747.811294726263
10419,43,129.98,3,5589.14,2020-05-17,1158,Shipped,Classic Cars,141,S18_3685,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,2020,5386.913463271815
10108,43,67.77,12,2914.11,2018-03-03,1965,Shipped,Motorcycles,62,S18_3782,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small,2018,3192.6040642372272
10122,35,49.74,16,1740.9,2018-05-08,1900,Shipped,Motorcycles,62,S18_3782,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,2018,1733.1388291804915
10135,45,50.36,13,2266.2,2018-07-02,1846,Shipped,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2018,2784.382826733279
10146,47,67.14,2,3155.58,2018-09-03,1784,Shipped,Motorcycles,62,S18_3782,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium,2018,3582.1323070077015
10169,38,68.39,8,2598.82,2018-11-04,1723,Shipped,Motorcycles,62,S18_3782,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,2018,2699.7855977080962
10180,21,50.36,3,1057.56,2018-11-11,1717,Shipped,Motorcycles,62,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,2018,313.8828842022099
10191,43,72.74,9,3127.82,2018-11-20,1709,Shipped,Motorcycles,62,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium,2018,3367.908962375821
10211,46,54.09,8,2488.14,2019-01-15,1654,Shipped,Motorcycles,62,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small,2019,3018.887179480984
10224,38,58.44,1,2220.72,2019-02-21,1618,Shipped,Motorcycles,62,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,2019,2348.8230752777135
10237,26,52.22,1,1357.72,2019-04-05,1576,Shipped,Motorcycles,62,S18_3782,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small,2019,894.1774367240396
10252,31,52.84,5,1638.04,2019-05-26,1526,Shipped,Motorcycles,62,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small,2019,1430.7339462495202
10264,48,54.71,3,2626.08,2019-06-30,1492,Shipped,Motorcycles,62,S18_3782,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small,2019,3246.631196190081
10276,33,50.36,9,1661.88,2019-08-02,1460,Shipped,Motorcycles,62,S18_3782,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Small,2019,1549.1328554677448
10286,38,57.2,1,2173.6,2019-08-28,1435,Shipped,Motorcycles,62,S18_3782,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small,2019,2305.085032281364
10299,39,55.95,3,2182.05,2019-09-30,1403,Shipped,Motorcycles,62,S18_3782,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small,2019,2363.9317607372795
10310,42,67.14,16,2819.88,2019-10-16,1388,Shipped,Motorcycles,62,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small,2019,3067.444818980396
10319,44,59.06,4,2598.64,2019-11-03,1371,Shipped,Motorcycles,62,S18_3782,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Small,2019,2988.3170824086556
10330,29,69.63,2,2019.27,2019-11-16,1359,Shipped,Motorcycles,62,S18_3782,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small,2019,1817.0861622552948
10342,26,55.95,8,1454.7,2019-11-24,1352,Shipped,Motorcycles,62,S18_3782,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,2019,1025.7442918662837
10355,31,53.47,1,1657.57,2019-12-07,1340,Shipped,Motorcycles,62,S18_3782,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2019,1452.9556939008908
10363,32,89.12,12,2851.84,2020-01-06,1311,Shipped,Motorcycles,62,S18_3782,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small,2020,2813.3619276513946
10378,28,164.63,9,4609.64,2020-02-10,1277,Shipped,Motorcycles,62,S18_3782,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2020,5065.047120015303
10390,36,141.11,2,5079.96,2020-03-04,1255,Shipped,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2020,5058.935188541142
10403,36,52.22,1,1879.92,2020-04-08,1221,Shipped,Motorcycles,62,S18_3782,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small,2020,1923.552412778652
10106,41,116.46,17,4774.86,2018-02-17,2003,Shipped,Vintage Cars,105,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,2018,4704.152708939407
10119,27,99.52,8,2687.04,2018-04-28,1934,Shipped,Vintage Cars,105,S18_3856,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,2018,2665.509638948308
10130,33,103.75,1,3423.75,2018-06-16,1886,Shipped,Vintage Cars,105,S18_3856,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,58339,USA,Taylor,Leslie,Medium,2018,3432.3377873831378
10143,34,101.64,12,3455.76,2018-08-10,1832,Shipped,Vintage Cars,105,S18_3856,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,2018,3460.8500666641658
10155,29,124.93,10,3622.97,2018-10-06,1776,Shipped,Vintage Cars,105,S18_3856,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium,2018,3767.661789431195
10167,34,105.87,6,3599.58,2018-10-23,1760,Cancelled,Vintage Cars,105,S18_3856,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,2018,3610.053229466229
10178,48,112.22,9,5386.56,2018-11-08,1745,Shipped,Vintage Cars,105,S18_3856,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2018,5275.159303222376
10186,46,106.93,6,4918.78,2018-11-14,1740,Shipped,Vintage Cars,105,S18_3856,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Medium,2018,4882.692172970576
10197,22,115.4,3,2538.8,2018-11-26,1729,Shipped,Vintage Cars,105,S18_3856,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2018,2710.95128219683
10222,45,85.75,9,3858.75,2019-02-19,1645,Shipped,Vintage Cars,105,S18_3856,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,2019,4032.680682895215
10249,46,121.75,5,5600.5,2019-05-08,1568,Shipped,Vintage Cars,105,S18_3856,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Medium,2019,5405.43233200759
10262,34,120.69,14,4103.46,2019-06-24,1522,Cancelled,Vintage Cars,105,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2019,4132.793388503242
10273,50,85.75,1,4287.5,2019-07-21,1496,Shipped,Vintage Cars,105,S18_3856,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium,2019,4547.368170922521
10283,46,125.99,3,5795.54,2019-08-20,1467,Shipped,Vintage Cars,105,S18_3856,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium,2019,5554.9882209628495
10296,22,84.7,12,1863.4,2019-09-15,1442,Shipped,Vintage Cars,105,S18_3856,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Small,2019,1628.0819918839888
10307,48,86.81,6,4166.88,2019-10-14,1414,Shipped,Vintage Cars,105,S18_3856,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium,2019,4378.882147950413
10316,47,86.81,14,4080.07,2019-11-01,1397,Shipped,Vintage Cars,105,S18_3856,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium,2019,4275.944650344952
10328,34,112.22,6,3815.48,2019-11-12,1387,Shipped,Vintage Cars,105,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,2019,3834.03433674592
10338,45,122.81,2,5526.45,2019-11-22,1378,Shipped,Vintage Cars,105,S18_3856,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium,2019,5339.883806640945
10351,20,168.73,2,3374.6,2019-12-03,1368,Shipped,Vintage Cars,105,S18_3856,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,2019,4386.164861982123
10373,50,60.49,6,3024.5,2020-01-31,1310,Shipped,Vintage Cars,105,S18_3856,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium,2020,3656.381907948503
10386,22,57.55,6,1266.1,2020-03-01,1281,Resolved,Vintage Cars,105,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2020,670.430485955857
10398,45,106.93,17,4811.85,2020-03-30,1253,Shipped,Vintage Cars,105,S18_3856,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,2020,4779.754675365116
10400,58,125.99,6,7307.42,2020-04-01,1252,Shipped,Vintage Cars,105,S18_3856,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Large,2020,6790.238192228385
10415,51,121.75,5,6209.25,2020-05-09,1215,Disputed,Vintage Cars,105,S18_3856,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Medium,2020,5920.119820034896
10104,38,140.75,3,5348.5,2018-01-31,2045,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,5252.112042236994
10117,22,126.39,12,2780.58,2018-04-16,1971,Shipped,Classic Cars,143,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,3098.597324559635
10127,25,137.88,5,3447.0,2018-06-03,1924,Shipped,Classic Cars,143,S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2018,3812.6921673986426
10142,24,157.98,15,3791.52,2018-08-08,1859,Shipped,Classic Cars,143,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2018,4418.734237717875
10152,35,129.26,1,4524.1,2018-09-25,1812,Shipped,Classic Cars,143,S18_4027,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium,2018,4538.0171993979875
10165,28,119.2,6,3337.6,2018-10-22,1786,Shipped,Classic Cars,143,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,3462.612206044216
10176,36,153.67,5,5532.12,2018-11-06,1772,Shipped,Classic Cars,143,S18_4027,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium,2018,5501.959236955775
10185,39,130.69,16,5096.91,2018-11-14,1765,Shipped,Classic Cars,143,S18_4027,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,2018,5000.207029726912
10196,27,168.04,8,4537.08,2018-11-26,1754,Shipped,Classic Cars,143,S18_4027,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium,2018,5082.389240649801
10207,40,153.67,1,6146.8,2018-12-09,1742,Shipped,Classic Cars,143,S18_4027,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium,2018,5913.709227377621
10220,50,165.16,5,8258.0,2019-02-12,1678,Shipped,Classic Cars,143,S18_4027,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Large,2019,7348.366553454857
10230,42,172.34,3,7238.28,2019-03-15,1648,Shipped,Classic Cars,143,S18_4027,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Large,2019,6778.123950606158
10247,48,140.75,5,6756.0,2019-05-05,1598,Shipped,Classic Cars,143,S18_4027,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium,2019,6281.487018291607
10272,25,149.36,5,3734.0,2019-07-20,1523,Shipped,Classic Cars,143,S18_4027,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium,2019,4217.62179126807
10282,31,150.8,8,4674.8,2019-08-20,1493,Shipped,Classic Cars,143,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2019,4886.039342961113
10292,44,162.29,2,7140.76,2019-09-08,1475,Shipped,Classic Cars,143,S18_4027,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Large,2019,6629.509161854733
10306,23,156.55,16,3600.65,2019-10-14,1440,Shipped,Classic Cars,143,S18_4027,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,2019,4265.356900205334
10314,29,145.06,8,4206.74,2019-10-22,1433,Shipped,Classic Cars,143,S18_4027,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium,2019,4477.699535815477
10324,49,109.79,13,5379.71,2019-11-05,1420,Shipped,Classic Cars,143,S18_4027,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium,2019,5292.384345601123
10337,36,157.76,3,5679.36,2019-11-21,1405,Shipped,Classic Cars,143,S18_4027,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium,2019,5646.2242336130885
10349,34,129.26,5,4394.84,2019-12-01,1396,Shipped,Classic Cars,143,S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2019,4435.079701792526
10358,25,101.13,13,2528.25,2019-12-10,1388,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2019,2516.4235544020003
10372,48,146.49,6,7031.52,2020-01-26,1342,Shipped,Classic Cars,143,S18_4027,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Large,2020,6483.951830226321
10383,38,140.55,1,5340.9,2020-02-22,1316,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2020,5245.057519173069
10394,37,172.34,1,6376.58,2020-03-15,1295,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2020,6263.436462578852
10413,49,140.75,5,6896.75,2020-05-05,1245,Shipped,Classic Cars,143,S18_4027,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium,2020,6384.424515897069
10100,22,86.51,4,1903.22,2018-01-06,2096,Shipped,Vintage Cars,92,S18_4409,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,2018,1691.9254256125314
10110,28,89.27,8,2499.56,2018-03-18,2026,Shipped,Vintage Cars,92,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,2018,2406.9028295274948
10124,36,85.59,7,3081.24,2018-05-21,1963,Shipped,Vintage Cars,92,S18_4409,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,2018,3100.5995859949226
10148,34,105.83,1,3598.22,2018-09-11,1851,Shipped,Vintage Cars,92,S18_4409,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,2018,3608.642324853443
10173,21,75.46,14,1584.66,2018-11-05,1797,Shipped,Vintage Cars,92,S18_4409,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,2018,1199.2255287250864
10182,36,109.52,11,3942.72,2018-11-12,1791,Shipped,Vintage Cars,92,S18_4409,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2018,3944.673270593824
10193,24,97.55,15,2341.2,2018-11-21,1783,Shipped,Vintage Cars,92,S18_4409,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,2018,2287.2100939522406
10204,29,85.59,5,2482.11,2018-12-02,1773,Shipped,Vintage Cars,92,S18_4409,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,2018,2380.0371027566944
10213,38,94.79,1,3602.02,2019-01-22,1723,Shipped,Vintage Cars,92,S18_4409,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Medium,2019,3630.9826421465004
10227,34,104.91,11,3566.94,2019-03-02,1685,Shipped,Vintage Cars,92,S18_4409,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,2019,3576.191518759377
10241,42,90.19,3,3787.98,2019-04-13,1644,Shipped,Vintage Cars,92,S18_4409,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium,2019,3880.478602098018
10280,35,105.83,17,3704.05,2019-08-17,1519,Shipped,Vintage Cars,92,S18_4409,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,3711.5798224589034
10288,35,80.99,6,2834.65,2019-09-01,1505,Shipped,Vintage Cars,92,S18_4409,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,2019,2835.4080579191323
10302,38,89.27,2,3392.26,2018-10-06,1836,Shipped,Vintage Cars,92,S18_4409,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,2018,3436.2778055821072
10311,41,81.91,1,3358.31,2019-10-16,1462,Shipped,Vintage Cars,92,S18_4409,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2019,3485.483849645966
10332,50,146.2,2,7310.0,2019-11-17,1431,Shipped,Vintage Cars,92,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Large,2019,6679.597766994549
10344,21,104.91,4,2203.11,2019-11-25,1424,Shipped,Vintage Cars,92,S18_4409,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,2019,2238.004049888382
10367,43,62.72,8,2696.96,2020-01-12,1377,Resolved,Vintage Cars,92,S18_4409,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,2020,3014.4773568730634
10380,32,105.52,1,3376.64,2020-02-16,1343,Shipped,Vintage Cars,92,S18_4409,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2020,3391.832818893433
10407,6,90.19,3,541.14,2020-04-22,1278,On Hold,Vintage Cars,92,S18_4409,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,2020,174.72868830141397
10420,66,92.95,6,6134.7,2020-05-29,1242,In Process,Vintage Cars,92,S18_4409,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,2020,6448.330962911284
10105,41,82.5,10,3382.5,2018-02-11,2081,Shipped,Vintage Cars,87,S18_4522,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium,2018,3506.2946926845516
10117,23,97.42,4,2240.66,2018-04-16,2018,Shipped,Vintage Cars,87,S18_4522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,2179.6871563552268
10128,43,92.16,1,3962.88,2018-06-06,1968,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,4052.9031518831625
10142,24,70.22,7,1685.28,2018-08-08,1906,Shipped,Vintage Cars,87,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2018,1323.209517266575
10153,22,83.38,6,1834.36,2018-09-28,1856,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,1581.5221396620682
10166,26,73.73,1,1916.98,2018-10-21,1834,Shipped,Vintage Cars,87,S18_4522,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,2018,1652.8913922494212
10177,35,74.6,8,2611.0,2018-11-07,1818,Shipped,Vintage Cars,87,S18_4522,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Small,2018,2610.016046026655
10185,47,77.24,8,3630.28,2018-11-14,1812,Shipped,Vintage Cars,87,S18_4522,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,2018,3938.38572173603
10197,50,101.81,14,5090.5,2018-11-26,1801,Shipped,Vintage Cars,87,S18_4522,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2018,5113.846372955883
10208,45,87.77,8,3949.65,2019-01-02,1765,Shipped,Vintage Cars,87,S18_4522,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,2019,4103.931365840881
10221,39,89.53,2,3491.67,2019-02-18,1719,Shipped,Vintage Cars,87,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium,2019,3548.3861831706736
10232,23,89.53,5,2059.19,2019-03-20,1690,Shipped,Vintage Cars,87,S18_4522,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Small,2019,1901.3862214832943
10248,42,75.48,11,3170.16,2019-05-07,1643,Cancelled,Vintage Cars,87,S18_4522,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,2019,3361.6184307461644
10261,20,89.53,9,1790.6,2019-06-17,1603,Shipped,Vintage Cars,87,S18_4522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small,2019,1592.573728666911
10273,33,71.09,12,2345.97,2019-07-21,1570,Shipped,Vintage Cars,87,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,2019,2280.33417104381
10283,34,105.32,14,3580.88,2019-08-20,1541,Shipped,Vintage Cars,87,S18_4522,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium,2019,3590.6532910404276
10293,49,100.94,3,4946.06,2019-09-09,1522,Shipped,Vintage Cars,87,S18_4522,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,4980.221700022338
10306,39,90.4,8,3525.6,2019-10-14,1488,Shipped,Vintage Cars,87,S18_4522,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,2019,3579.0733584987574
10315,36,100.06,7,3602.16,2019-10-29,1474,Shipped,Vintage Cars,87,S18_4522,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,2019,3610.994329670063
